,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Engine Type,Condition,age_group,Price_groub,Views Performance
5641,Sport Boat,Bavaria power boats,"Used boat,Diesel",2010,12.92,4.28,GRP,162,159500.0,Spain, Ibiza,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5642,Motor Yacht,Neptunus power boats,"Used boat,Diesel",2003,13.3,3.95,GRP,293,159500.0,Germany, Mallorca,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5643,Sport Boat,Bavaria power boats,"new boat from stock,Unleaded",2020,9.31,2.99,GRP,1710,159359.0,Switzerland, Lake Constance ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5644,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.9,3.4,PVC,86,159061.0,Other," Portim£o, Portugal",Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5645,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,15.11,4.45,PVC,45,169650.0,Other," Marmaris, Marmaris",Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5646,Motor Yacht,Bavaria power boats,Used boat,2011,11.8,3.99,GRP,194,159000.0,Spain, Costa del Azahar ,,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5647,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,10.62,3.38,PVC,59,159000.0,France," Lorient, Lorient",Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5648,Sport Boat,Boesch power boats,"Used boat,Unleaded",1993,9.3,3.0,Wood,211,159000.0,Italy, Gardasee,Unleaded,Used,Very Old (built before 2000),Expensive (more than 250000),Good (more than 170)
5649,Runabout,Boesch power boats,"Used boat,Unleaded",2005,7.1,2.4,Wood,112,159000.0,Other, Wrthersee ,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5650,Trawler,Doggersbank power boats,Used boat,1997,15.0,4.5,Steel,59,159000.0,Netherlands, Elburg,,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5652,Pilothouse,Nimbus power boats,Used boat,2008,11.5,3.6,GRP,106,159000.0,Croatia(Hrvatska), onbekend,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5653,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,15.0,4.33,GRP,96,159000.0,Spain, Alicante,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5654,Motor Yacht,Hatteras power boats,Used boat,1988,13.84,4.42,GRP,23,159000.0,Italy, Toscana ,,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5655,Flybridge,Sealine power boats,"Used boat,Diesel",2004,11.74,3.31,GRP,141,159000.0,Germany, Nordsee ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5656,Sport Boat,Invictus power boats,"new boat from stock,Diesel",2019,8.9,2.84,PVC,133,158988.0,France," Frejus, France",Diesel,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5657,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",1987,17.0,5.0,GRP,45,158900.0,Croatia(Hrvatska), Istra,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5658,Motor Yacht,Trojan power boats,"Used boat,Diesel",1977,17.5,4.66,GRP,331,173400.0,Switzerland, Lago Maggiore ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Good (more than 170)
5659,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,8.1,2.56,GRP,254,158350.0,Germany, Baden-W¼rttemberg ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5660,Flybridge,Dellapasqua power boats,"Used boat,Diesel",1998,15.98,4.4,GRP,39,158000.0,Italy, Friuli-Venezia Giulia,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5662,Flybridge,Cantieri Estensi power boats,"Used boat,Diesel",2005,13.6,4.2,GRP,60,158000.0,Italy, Emilia Romagna ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5663,Motor Yacht,Neptunus power boats,"Used boat,Diesel",1990,18.6,5.09,GRP,64,158000.0,Croatia(Hrvatska), INFO DD-YACHTING,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5665,Flybridge,Neptunus power boats,"Used boat,Diesel",1997,12.9,4.3,GRP,73,157990.0,Germany, Berlin ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5666,Sport Boat,Frauscher power boats,"new boat from stock,Unleaded",2020,7.47,2.5,GRP,358,157692.0,Switzerland, Lake Constance ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5667,Cabin Boat,NUVA Yachts power boats,"Display Model,Unleaded",2020,9.2,2.99,GRP,106,157500.0,Germany, Damp,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5668,Sport Boat,Jeanneau power boats,new boat from stock,2020,9.98,3.23,PVC,30,167759.28,UnitedKingdom," Lincoln, Lincoln",,new,Modern (built after 2018),Expensive (more than 250000),Low (less than 70)
5669,Motor Yacht,Rapsody power boats,Used boat,2007,9.68,2.88,GRP,147,157000.0,Netherlands, In verkoophaven,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5670,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,13.5,4.05,GRP,39,157000.0,Italy, Aprilia Marittima di Latisana (UD),Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5672,Flybridge,Sealine power boats,"Used boat,Diesel",2006,12.0,4.0,GRP,469,156000.0,Italy, Gardasee ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5673,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,9.23,3.0,GRP,66,155652.0,Germany, 2,Diesel,new,,Expensive (more than 250000),Low (less than 70)
5674,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,301,171605.82,Switzerland, Vierwaldst¤ttersee ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5675,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,148,171605.82,Switzerland, Bielersee ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5676,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,246,171360.0,Switzerland, Lago Maggiore ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5677,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2013,9.67,3.35,GRP,386,171360.0,Switzerland, Vierwaldst¤ttersee ,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5678,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,9.43,3.15,GRP,96,155000.0,Italy, Friuli Venezia Giulia ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5680,Hardtop,Cranchi power boats,"Used boat,Diesel",2007,13.8,4.15,GRP,291,155000.0,Italy, Friuli Venezia Giulia ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5682,Flybridge,Raffaelli power boats,"Used boat,Diesel",1998,16.0,4.35,GRP,78,155000.0,Italy, Friuli Venezia Giulia ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5683,Classic,Chris Craft power boats,Used boat,1930,8.0,1.8,Wood,74,155000.0,Germany, Schweden,,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5684,Motor Yacht,Performance power boats,Used boat,2005,11.9,3.0,GRP,80,155000.0,Netherlands, Vinkeveen (NL),,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5685,Motor Yacht,Linssen power boats,Used boat,0,9.35,3.35,GRP,66,155000.0,Germany, Schweich,,Used,,Expensive (more than 250000),Low (less than 70)
5686,Flybridge,Azimut power boats,"Used boat,Diesel",2006,12.0,4.0,GRP,179,155000.0,Croatia(Hrvatska), Dalmatia,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5688,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2006,10.35,4.4,GRP,410,155000.0,France, Alsace ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5689,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1997,18.3,4.55,GRP,51,154900.0,Spain, Spanien,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5690,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.85,2.49,GRP,306,154644.0,Other, Linz Schauraum TopYacht,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5692,Trawler,Vri-Jon power boats,"Used boat,Diesel",2001,11.2,3.8,Steel,264,170340.0,Switzerland, Lake Geneva ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5693,Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020,11.08,3.4,GRP,104,154393.0,France, France,,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5694,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2020,8.6,2.7,GRP,89,154150.0,France," MANDELIEU LA NAPOULE, France",Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5695,Wakeboard/Wakesurf,Supra power boats,"Display Model,Unleaded",2020,7.48,2.58,GRP,278,169972.80000000002,Switzerland, Murtensee ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5696,Motor Yacht,Performance power boats,"Used boat,Unleaded",2006,10.8,3.0,GRP,77,154000.0,Germany, N¤he Leer/Nordsee,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5697,Hardtop,Mirakul power boats,"new boat on order,Diesel",2020,9.19,3.1,GRP,277,154000.0,Switzerland, Lake Constance ,Diesel,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5698,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2003,14.2,4.2,GRP,140,154000.0,Netherlands, Well Leuker Meer,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5699,Flybridge,Sealine power boats,"Used boat,Diesel",2006,11.5,3.78,GRP,70,154000.0,Croatia(Hrvatska),None,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5700,Flybridge,Sunseeker power boats,"Used boat,Diesel",1995,14.02,4.39,GRP,60,163794.15,UnitedKingdom," Gillingham, Royaume Uni",Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5702,Flybridge,Fairline power boats,"Used boat,Diesel",2001,13.41,3.96,PVC,82,163741.5,Spain," La Manga, La Manga",Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5703,Sport Boat,Grandezza power boats,"new boat on order,Unleaded",2020,8.8,2.85,GRP,132,153640.0,Croatia(Hrvatska), Trogir ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5704,Flybridge,Princess power boats,"Used boat,Diesel",2001,12.1,3.7,PVC,78,163741.5,UnitedKingdom," Rothesay, Rothesay",Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5705,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2017,9.14,2.74,PVC,57,163741.5,UnitedKingdom," Lincoln, Lincoln",Diesel,new,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5706,Motor Yacht,Absolute power boats,"Used boat,Diesel",2004,13.75,4.24,GRP,56,163215.0,France, Beaulieu-sur-Mer,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5708,Classic,Riva power boats,Used boat,1959,6.52,2.16,Wood,413,168300.0,Switzerland, Lake Constance ,,Used,Very Old (built before 2000),Expensive (more than 250000),Good (more than 170)
5709,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2020,7.85,2.49,GRP,433,152265.0,Switzerland, Luganersee ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5710,Motor Yacht,Bavaria power boats,"new boat from stock,Unleaded",2020,8.5,2.99,GRP,120,152200.0,Germany, Rhein ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5711,Pilothouse,AXOPAR power boats,"new boat from stock,Unleaded",2020,9.2,2.95,GRP,268,152035.0,Switzerland, Lake Geneva ,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Good (more than 170)
5712,Classic,Comitti power boats,"Display Model,Unleaded",2017,6.5,2.15,Wood,145,152000.0,Switzerland, Lake Constance ,Unleaded,new,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5713,Fishing Boat,Pursuit power boats,Used boat,2013,8.7,2.85,GRP,71,152000.0,Italy, Toscana ,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5714,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,11.8,3.99,GRP,193,152000.0,Italy, Gardasee,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5716,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.9,2.59,GRP,71,151500.0,Other, Linz,Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Average (70-170)
5718,Flybridge,Jeanneau power boats,Used boat,2010,11.3,3.9,GRP,115,150000.0,Italy, Campania ,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5721,Flybridge,Doqueve power boats,"Used boat,Diesel",2002,12.0,4.0,GRP,43,150000.0,Spain, Granada,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5722,Trawler,Zijlmans power boats,"Used boat,Diesel",1997,14.0,4.2,Steel,107,150000.0,Netherlands, jachthaven Drimmelen bezichtiging alleen op afspra,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5723,Classic,Hans A. Deerberg power boats,"Used boat,Diesel",1984,9.25,2.25,Wood,158,150000.0,Switzerland, Luganersee ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5724,Pontoon Boat,Fiart Mare power boats,"Used boat,Diesel",0,12.0,3.4,GRP,68,150000.0,Italy, Lazio ,Diesel,Used,,Expensive (more than 250000),Low (less than 70)
5725,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,12.8,4.2,GRP,68,150000.0,Italy, Lazio ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5726,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2016,11.2,3.3,GRP,245,150000.0,Germany," Hafen, Traben Trarbach",Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5727,Trawler,Mainship power boats,"Used boat,Diesel",2007,10.62,4.37,GRP,107,150000.0,Italy, Aprilia Marittima di Latisana (UD),Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5728,Flybridge,Princess power boats,"Used boat,Diesel",1997,15.23,4.32,PVC,85,150000.0,France," CHERBOURG-OCTEVILLE, France",Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5729,Flybridge,Princess power boats,"Used boat,Diesel",1997,15.23,4.3,GRP,163,150000.0,France," CHERBOURG, France",Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5731,Motor Yacht,Sessa power boats,Used boat,2008,11.51,3.5,GRP,31,150000.0,Italy, Mar Tirreno,,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5733,Sport Boat,Stilecatalini power boats,"Used boat,Diesel",2018,8.12,3.5,GRP,115,150000.0,Italy, Mar Tirreno,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5734,Fishing Boat,Bertram Yacht power boats,"Used boat,Diesel",1980,11.5,4.03,GRP,73,150000.0,Italy, Toscana ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5735,Flybridge,Ferretti power boats,"Used boat,Diesel",1995,13.98,4.5,GRP,59,150000.0,Italy, Lazio ,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Low (less than 70)
5736,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2006,12.45,4.02,GRP,85,150000.0,Italy, Toscana ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5737,Flybridge,Sea Ray power boats,Used boat,2008,11.58,4.0,GRP,142,150000.0,Other, St.Julians,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5738,Flybridge,Sea Ray power boats,Used boat,2008,11.58,3.96,GRP,156,150000.0,Other, St.julians,,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5739,Motor Yacht,Sessa power boats,Used boat,2008,11.5,3.5,GRP,63,150000.0,Other,None,,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
5740,Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,11.28,3.35,GRP,105,150000.0,Italy, San ?iljan,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5741,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2015,10.25,3.5,GRP,113,150000.0,Other, Paceville,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5742,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.0,2.99,PVC,68,150000.0,France," Lorient, France",Unleaded,new,Modern (built after 2018),Expensive (more than 250000),Low (less than 70)
5743,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,9.98,3.8,GRP,155,150000.0,France, PACA ,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5744,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,383,150000.0,Other, Lake Constance ,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Good (more than 170)
5746,Flybridge,Astondoa power boats,"Used boat,Diesel",2000,13.9,4.28,GRP,170,150000.0,Spain, Alicante,Diesel,Used,Very Old (built before 2000),Expensive (more than 250000),Average (70-170)
5747,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,13.5,4.17,GRP,130,150000.0,Croatia(Hrvatska), Sibenik,Diesel,Used,Old (built between 2000-2017),Expensive (more than 250000),Average (70-170)
5748,Sport Boat,SAY power boats,"Used boat,Unleaded",2016,8.55,2.78,GRP,41,149950.0,Germany, Frankreich,Unleaded,Used,Old (built between 2000-2017),Expensive (more than 250000),Low (less than 70)
